Texto	Classificador
Muito lindo, igualzinho?a foto, recomendo	1
Efetue a compra de um produto e acabei recebendo outro, totalmente diferente.	1
bom produto	1
Adorei a cauterização da trivitt quero pra vida inteira😍😍	1
Mesmo com a greve dos caminhoneiros chegou no prazo	2
muito satisfeito	1
Pedido veio pela metade. Comprei extrator de cravos e caneleira, mas recebi somente a cabeleira.	0
Não recomendo a compra desse produto entrega muito demorada	0
Chegou meu produto bem antes do prazo estipulado. Muito bom.	1
otima loja chegou antes do prazo	1
Recebi o produto muito antes do combinado, em bom estado. A única coisa a ressalvar é que a embalagem poderia ser melhor.	1
A PIOR COMPRA QUE JÁ FIZ NO baratheon	0
Entrega rápida e produto excelente!	1
Podem comprar... Chegou a tempo...	1
Comprei duas redes que na descrição dizia que eram de 4,40 metros, apenas uma é desse tamanho e a outro é bem menor e mais fina. a rede maior veio com falhas na costura. mas são boas redes.	1
O relógio é muito lindo.	1
Produto veio com defeito	0
Produto muito bonito, qualidade.	1
Comprei um patins dia 8/12/17 e até hoje não recebemos minha filha ficou sem presente de Natal porque vcs não conseguiram entregar aguardo o produto ou meu dinheiro de volta	0
Entrega do produto diferente do solicitado	0
Otimo	1
aguardo entrega do produto	0
Excelente	1
Muito bom o produto	1
Rápida entrega!	1
uma loja Boa	2
Otimo	1
Os fretes cobrados muitas vzs são maiores que o valor do produto. A empresa baratheon deveria reconsiderar com os parceiros valores de fretes mais acessiveis, ou até mesmo pelo vlr.total da compra.	1
Produto chegou rápido em ótimas condições e com um preço bem acessível.	1
Apesar da embalagem estar muito amassada, o produto não estava avariado e chegou no prazo.	2
ótimo produto super indico.	1
O produto atendeu com as minhas espectativas	1
Um produto que satisfaz a necessidade de quem quer um relógio funcionando conforme os padrões da categoria.	1
NÃO ERA EXATAMENTE O QUE EU QUERIA, MAS SERVIU	1
Ótimo produto e entrega muito rápida.	1
Produto entregue dentro do prazo e em perfeitas condições.	1
Pedi o Pure Seduction e veio o Love Spell.	0
Produto excelente, recomendo. Minha bebê tem 2 anos e adorou.	1
Comprei dois e entregaram um so .isso é um absurdo . Seus ladrões	0
Sem comentários	1
O produto chegou rapidamente, até mesmo antes do prazo e muito bem embalado.	1
Gostaria de sabe pq não venhor o inalador certo perdi um e venhor outro estou tentando fala com o vendendo e não consigo.	0
Muito bom	1
Excelente qualidade	1
Loja péssima meu produto nunca chegava nem saiu do status aguardando nota fiscal até que desisti da compra e até agora não recebi a informação de ressarcimento	0
Não há	1
Faltou produto. Relógio com pingente Torre Eiffel.	0
Gostei	1
Produto entregue sem problemas.	1
O produto chegou muito rápido pois comprei no domingo e chegou na quarta feira e veio tudo direitinho	1
Satisfeito, chegou antes do prazo.	1
A caixa veio amassada e molhada. Veio quatro frasco de 500 ML e um veio trincado e vazou metade do produto.	2
o produto foi entregue errado eu estou esperado contatos da loja para resolver a situação	0
O tecido não é bom.	2
Entregue antes do prazo. Muito bom o serviço e o produto.	1
Rápida na entrega. Objeto chegou em perfeito estado.	1
muito bom	1
Fiz a compra de dois prudutos juntos e recebi somente um código. Automaticamente achei q viaria os dois mas só chegou um	0
Bom dia!	1
muitom bom o produto e o site recomendo sim....	1
Produto veio faltando peças, solicito outro com urgência pois já realizei o pagamento!	0
O Ilhos veio com defeito.	2
Muito bom	1
A pelicula que informam como sendo de gel no anúncio na verdade é uma película comum de plástico.	0
Loja confiável!! Nota 10	1
Uma entrega bem menos do que foi estipulado.Muito satisfeito,tanto com relação ao produto,quanto a entrega	1
Estou aguardando instalação do produto em loja especializada.	0
Rapido	1
na conta consta que o produto foi entregue mas até o momento não	0
O produto entregue não corresponde ao produto que eu encomendei.	0
PRODUTO EXCELENTE ,CHEGOU ANTES DO PRAZO ,VEIO PERFEITO ,lannister UMA DICA NEM SEJA PRECISO PAGAR SERIA BOM INCLUIR UM EMBRULHO PARA OS PRODUTOS	1
Se a loja não tem a responsabilidade de entregar os produtos por que continua no site da baratheon,pois já liguei várias vezes na baratheon q disse q eles entrariam em contato	0
Grato pela entrega rápida e pelo produto correto!	1
Produto de qualidade	1
recebi rápido,otimo produto,recomendo só achei o frete caro.	1
Não fiquei totalmente satisfeita porque esse produto não foi entregue na minha residência, pois tive que me dirigir até o correio para retirar a mercadoria.	1
I love like to buy in this site.	1
Tudo foi entregue em perfeito estado !Antes do prazo de entrega !	1
Muito bom bem específicado na descrição, produto chegou no prazo sem defeito, só não chegou antes por demora da agência dos Correios. Parabéns.	1
O produto chegou beem antes do prazo, bem embalado e sem problemas, recomendo o vendedor	1
Excelente produto e entrega rápida	1
Produto de qualidade e chegou muito rápido! Recomendo!	1
Produto de muito baixa qualidade	0
Muito boa loja e seria no mercado.	1
entrega rapida e produto veio em perfeito estado, comprarei de novo	1
Entrega rápida	1
Comprei uma pelícola do Moto Z2 Play e veio do Asus ZenFone 4 Selfie. Os tamanhos de tela são diferentes. Sacanagem.	0
Chegou antes mesmo do previsto.. amei a cabeceira melhor do que esperado	1
MUITO BOM.	1
Comprei para minha mãe, ela amou e chegou antes do prazo.	1
Relógio lindo, entrega bem antes do prazo.	1
Otimo produto, chegou antes do esperado.	1
Comprei de presente para minha filha, ela gostou muito. É um produto muito fácil de montar. Chegou dentro do prazo..	1
ate aqui tudo tudo perfeito muito bom	1
Chegou, mas somente a caminha. Estou no aguardo da coleira e do bebedor. Por enquanto nem me avisaram que seria enviado depois. Nem um contato da parte dos vendedores.	0
ATENDIMENTO EXCELENTE	1
A entrega atrasou	1
OK	1
Entregue dentro do prazo e bom preço.	1
Só achei a bíblia um pouco cara pelo tamanho	1
lindo! entrega rapida!	1
Comprei 4 itens, porém, chegou somente 1, o pior é que com a nota fiscal dos 4 que eu havia comprado como se naquela embalagem estivesse todos itens.	0
Entregou no prazo, recomendo.	1
Estou decepcionada, fiz o pedido de uma progressiva Vip e no lugar veio uma maquina de cortar cabelo.	0
Veio certinho	1
Produto de péssima qualidade, nada haver com a foto. A saia não é reta igual na foto, fica cheia de pregas. Não compram, só queria o meu dinheiro de volta!!!	0
Muito bom	1
NA DESCRIÇÃO INFORMA QUE SÃO 03 UNIDADES DO PRODUTO, PORÉM SÃO 3 ITENS:UM GUARDANAPO DE MESA+01 GUARDANAPO DE BOCA+01 ANEL = O GUARDANAPO DE MESA É SUPER PEQUENO, NAO CABE NEM UM PRATO EM CIMA.	0
Produto de ótima qualidade	1
Produto de boa qualidade, recomendo...	1
Otimo	1
Muito bom produto, recomendo.	1
Chegou antes do prazo muito bom bem embrulhado	1
Satisfeito	1
Tudo maravilhoso muito obrigada	1
Ótimo	1
Produto excelente!!! Chegou muito rápido!	1
Fiz o pedido de 2 un do mesmo produto, foi enviado em pacotes diferentes, ficando sem rastreio.	0
Tudo entregue antes do prazo	1
Entrega super rapida , menos de 10 dias	1
Não recebi o produto comprado há mais de 20 dias	0
O produto teve o pagamento aprovado 1 dia depois do pagamento, porem o vendedor esperou 6 dias depois para enviar faltando apenas 1 dia para vencer o prazo de entrega e o produto não chegou ainda.	0
Fiz uma compra de um exaustor de churrasqueira, um regulador de velocidade Dimmer e uma manta termica	0
Adorei	1
O produto chegou antes do prazo esperado.	1
Gostei muito dos produtos, chegaram 9 dias antes do prazo. Recomendo a loja	1
Paguei frete, porém não recebi meu produto, tive que retirar na agência dos correios. Acho que deveriam ter um pouco de boa vontade nas entregas e fazer o correto, entregar a mercadoria.	0
Entrega no prazo, obrigado.	1
Foi minha primeira compra dessa forma por iso não dá para fazer uma avaliação exata	1
Muito bom	1
Excelente loja, sempre compro na americana, entrega rápida.	1
excelente loja	1
Não recebi todo os produto?	0
Fiz a compra no sábado e hoje quarta já foi entregue. Super indico. Entregue muito antes do prazo. Satisfeita.	1
Entrega super rápida. Recomendo	1
Recebi antes do prazo!	1
Tudo ok conforme combinado	1
simplesmente entregaram nos correios para eu ir retirar e nem me informaram disso. resultado? o produto foi devolvido para a loja. CANCELEI!	0
por conta do meu endereço nao consigo receber meus produtos	2
Ainda não usei o produto, mas em relação à entrega, chegou muito antes do esperado.	1
Eu indico a todos a comprarem pelo site lannister pois recebi meu pedido antes do combinado cinco dias antes vcs estão de parabéns mercadoria realmente boa nota 1000	1
Chegou como a descrição! Muito bom!	1
Pedi um perfume hugo boss energise. Até aí td bem. Só que o perfume não tem aroma nem fixação. A tampa veio solta.	0
Não foi entregue	2
Fiz a minha compra em 14/02 e até o momento não recebi o meu produto.	0
Muito bom obrigado	1
Tão certo!	1
O tapete parecia bem mais alto (os pelos) do que na verdade era. Ainda por cima veio cortado torto.	2
Chegou certinho.	1
Bom dia, gostei muito da entrega, pois a mesma foi feita bem rápida.	1
Gosto muito de comprar na loja americas	1
Consta no site como produto entregue no dia 18/01/2018, mas na verdade o produto ainda não chegou.	0
O produto foi entregue rapidamente e em perfeitas condições.	1
Recebi as lentes de contato com o grau errado. Solicitei 1.50 e vieram com 1.75. Triste pois preciso das lentes para sábado dia 19/05.	0
O quadro na foto parece ser muito maior do que realmente ele é.	2
muito bom	1
muito satisfeito com o produto e a entrega	1
Esperava uma qualidade melhor, porém é um bom produto.	2
bom mas o problema foi correios	1
ate proxima	1
Recomendo essa loja	1
Fiquei muito satisfeito com o produto e com o prazo de entrega.	1
Até esta data não recebi um posicionamento sobre a entrega do produto comprado. Apenas enviaram um email dizendo que houve problema na entrega e até agora nada	0
Tudo certo! Tudo otimo! Obrigado!	1
não usei o produto não mas parece bom	0
comprei duas cortinas a malha pessima,lamentavel, uma esta em fase de devoluçao ,mas nao recomendo esse vendedormas gostaria de fazer a devoluçao das duas sem mais.aparecida	0
Comprei 2 produtos e recebi apenas 1	2
Chegou conforme anunciado	1
O produto veio com a lente de outra marca que causa alteração visual já comprei anteriormente um óculos da mesma marca e não tive esse problema. Parece que só a armação e original.	0
Ótimo produto, mais ainda não testei.	1
O problema não é a loja, mas sim os Correios, que estão demorando demasiadamente para entregar os produtos.	1
O produto retornou para o vendedor e até hj n me deram satisfação... N consigo entrar em.contato com eles... Liguei nas lannister e me falaram q iam solicitar o reenvio do produto... Até hj nada...:(	0
Meu produto chegou muito mais rápido do quê o esperado. Uma vez que a previsão era para o dia 08/05 e chegou dia 20/04.	1
Recebi o produto bem antes do prazo para entrega informado no ato da compra, Ameiii !!!!!	1
Recebi o livro certinho,sem nenhuma avaria,gostei muito	1
muito bom	1
Não recomendo.	0
Não chegou o produto poderiam enviar algum e-mail explicando	0
comprei um produto e recebi outro	0
Amei o produto! Veio do jeito que esperávamos, porém o correio deixou a desejar! Duas vezes não esperou descer para fazer a entrega, obrigando a ir buscar na agência! Uma falta de respeito!	1
Produto de qualidade, muito bonito, superou minhas expectativas	1
da pra melhorar um pouco	2
pedi o cancelamento da compra devido ao prazo de entrega, assim que foi feita. recebi o produto e está aqui ´rpno para devolvr. Como devolver?	0
o investimento não e caro pelo beneficio,	1
nao sei como posso avaliar se nao recebi a mercadoria	0
"Mais um vez veio faltando o item Kit Flor Artificial Orquídea Chuva De Ouro 10 Unidades 	Vendido e entregue por targaryen 	Qtd 1"	0
Gostei do produto as toalhas são muito boas mas achei q ia receber toalhas azuis e n verde e caqui	1
Nada demais, entregou o pedido no prazo. Sem nada à mais.	1
Produto veio perfeito e antes do prazo de entrega.	1
Obrigada pela presteza da loja em atender ao meu pedido. O produto foi recebido e já está sendo usado.	1
Lindo!!!	1
ótimo muito bom.	1
Recebi somente a Grella oriental.	0
Muito bom	1
Suporta até 90 k	1
Paguei o valor do frete para receber o produto na minha residência, mas na minha cidade toda a área é considerada restrita, isso pela incopetencia da adm dos correios que não tem funcionário suficient	0
Produto de boa qualidade e atendeu minhas expectativas. Minha insatisfação esta relacionada a questão do cabo, que no anunciado diz 3 metros e recebi 1 metro. Terei assumir um custo adicional.	2
Também ligar para o cliente quando for preciso	1
COMPREI UMA MOCHILA DA MOANA E RECEBI DA MARSHA. QUE TRANSTORNO...	0
Excelente!! Bem antes do prazo.Perfeito.	1
Otimo produto	1
Na nota veio descrito 4 produto sendo que quando abri veio 3, espero que esteja a caminho	0
MEU PRODUTO ATRASOU, E FIQUEI MEIO DECEPCIONADA, PQ NUNCA HAVIA ACONTECIDO ATRASOS EM MINHAS ENTREGAS, EU NÃO SEI SE COMPRO DENOVO!!!!	2
O produto chegou no prazo, foi entregue o produto correto, porem o produto chegou incompleto, pois era pra vir quatros produtos e foi entregue só dois. E a nota fiscal esta incorreta.	2
sempre compro nesse site nunca tive problemas	1
Sempre entregar no prazo e produtos bons	1
Lindo o kit de mochila e lancheira frozen. Produto de muita qualidade.	1
O produto é muito bom, o acabamento também, chegou muitos dias antes do prazo	1
PRECISO TROCAR A MOCHILA E NAO CONSIGO NINGUEM ME ATENDE ME LIGUEM POR FAVOR 995328241	0
Apesar do produto não ser exatamente turbo, carrega o celular de boas	1
